20,1200,1,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0367","pop1","498","501","500","501","502","501","500","499","499","498","500","500","500","499","502","502","504","503","500","500","499","503","499","499","505","504","501","501","502","500","500","498","500","502","499","497","497","504","501","498"
"0368","pop1","499","501","503","499","502","501","499","499","498","498","500","501","500","499","503","501","505","505","500","497","499","498","499","502","505","504","501","501","502","501","500","498","500","499","499","498","498","504","497","498"
"0369","pop1","498","500","500","500","502","503","499","499","498","498","499","499","499","499","501","499","502","503","495","495","503","497","497","502","505","505","501","502","500","500","500","498","499","501","500","498","504","504","501","501"
"0370","pop1","499","501","501","499","502","503","499","499","499","498","500","500","500","499","501","502","504","506","498","498","499","499","502","501","505","504","501","502","502","502","500","500","503","499","499","498","502","498","501","501"
"0371","pop1","499","500","500","500","501","501","499","502","499","498","499","498","500","498","501","502","506","502","500","495","499","497","499","502","505","504","501","501","500","501","499","498","500","502","499","498","498","506","499","501"
"0372","pop1","501","501","500","499","502","502","500","498","499","498","500","499","500","500","503","501","501","501","500","500","499","498","499","499","505","503","501","501","502","503","499","500","502","501","500","500","502","497","501","501"
"0373","pop1","498","498","501","499","502","502","500","499","499","498","500","499","500","500","502","499","506","502","500","501","503","500","497","502","505","499","502","503","502","502","498","498","500","501","500","500","497","506","497","497"
"0374","pop1","498","500","500","500","502","501","499","499","500","498","498","498","501","499","503","502","504","503","498","502","499","499","499","498","505","505","501","501","502","501","498","498","499","504","500","498","504","503","500","497"
"0375","pop1","498","499","500","503","502","501","499","499","500","498","500","500","500","502","503","503","502","502","501","501","499","499","499","502","504","503","501","501","502","502","500","498","503","499","499","497","502","497","501","498"
"0376","pop1","498","497","500","501","501","501","499","501","500","499","500","499","500","500","503","499","504","501","500","502","499","500","499","498","505","499","501","502","502","500","498","498","502","501","499","500","502","502","499","501"
"0377","pop1","498","500","503","499","502","500","499","498","498","497","500","500","500","500","501","498","504","506","498","500","499","499","497","499","505","505","501","501","502","500","500","498","499","502","500","498","502","497","501","497"
"0378","pop1","498","498","503","499","502","502","500","499","499","499","500","499","500","500","502","502","504","505","502","501","499","500","497","499","505","505","501","502","503","500","499","498","500","500","500","500","502","504","500","499"
"0379","pop1","498","498","500","499","502","501","500","499","499","497","500","499","500","500","502","502","504","504","500","502","500","500","498","502","505","503","501","502","502","500","499","500","503","501","500","500","502","503","499","501"
"0380","pop1","498","501","500","501","502","503","500","499","500","498","500","498","500","499","503","503","502","503","500","500","499","499","499","498","505","499","501","502","500","500","500","501","500","503","501","500","502","504","501","498"
"0381","pop1","499","501","499","504","501","501","499","499","498","497","500","500","499","502","501","501","505","502","495","501","499","500","498","502","505","505","501","501","502","503","499","499","500","503","500","498","502","498","501","501"
"0382","pop1","501","500","501","503","502","501","499","499","500","500","499","499","498","499","503","502","504","505","500","499","500","500","497","502","505","504","502","503","502","501","499","500","499","501","499","497","502","501","501","497"
"0383","pop1","498","501","504","504","502","502","499","499","498","497","500","500","500","500","502","498","504","501","500","501","499","498","498","502","505","499","501","503","500","501","500","498","503","504","501","499","497","503","499","501"
"0384","pop1","501","501","500","501","502","502","500","499","499","497","500","500","500","499","503","502","502","502","500","501","499","499","501","501","505","504","501","502","502","502","500","500","499","501","499","500","502","504","501","501"
"0385","pop1","499","501","503","499","502","502","499","498","500","500","499","499","500","500","503","501","506","501","500","495","500","500","497","501","505","505","501","501","501","501","499","498","499","501","500","500","502","498","499","501"
"0386","pop1","498","498","503","499","502","502","499","499","500","499","500","499","500","501","501","502","501","501","500","501","503","497","502","501","505","505","501","502","502","500","500","498","499","502","499","496","502","498","501","501"
"0387","pop1","499","499","500","500","502","501","500","499","500","499","499","499","500","501","501","502","504","505","500","500","499","503","499","502","503","503","501","502","500","501","500","498","501","501","499","497","502","498","499","499"
"0388","pop1","499","499","499","502","502","501","499","499","500","497","500","500","500","502","503","501","504","502","500","495","503","500","499","498","505","503","502","503","502","500","499","498","499","502","499","498","502","504","500","499"
